,Floors,City,Address,Land,Price,Bedroom,Bathroom,Face,Road
996,3.5,Kathmandu,Hanumanghat,1863.0,40000000.0,1.0,4.0,south,12.0
997,2.5, Kathmandu,Lazimpat,1471.675,42000000.0,,3.0,north east,12.0
998,2.5,Kathmandu,Baluwatar,1437.45,33000000.0,3.0,4.0,north,12.0
999,3.0,Kathmandu,Besi Gaun,1369.0,30000000.0,6.0,3.0,east,12.0
1000,2.5,Kathmandu,Bafal,1026.75,24500000.0,4.0,3.0,east,12.0
1001,3.5,Lalitpur,Chokhel,1711.25,33500000.0,8.0,4.0,east,12.0
1002,4.0,Kathmandu,Pepsicola,1005.359375,19000000.0,3.0,2.0,south east,12.0
1003,2.0, Kathmandu,Budhanilkantha,3251.375,65000000.0,4.0,4.0,,12.0
1004,2.5,Bhaktapur,Sipadol,1497.34,23000000.0,5.0,3.0,south west,12.0
1005,2.5,Lalitpur,Tikathali,1197.875,23000000.0,6.0,4.0,south east,12.0
1006,1.0, Kathmandu,Kapan,1026.75,14000000.0,2.0,1.0,south west,12.0
1007,4.0,Kathmandu,Koteshwor,1369.0,27000000.0,0.0,4.0,east,12.0
1008,,Kathmandu,Tokha,1369.0,14000000.0,6.0,0.0,north,12.0
1009,2.5, Lalitpur,Sanagaun,1026.75,20400000.0,4.0,3.0,south west,12.0
1010,3.0,Kathmandu,Tokha,1112.3125,17800000.0,5.0,6.0,south,12.0
1011,2.5, Lalitpur,Imadol,1129.425,21500000.0,6.0,4.0,north,12.0
1012,1.0, Kathmandu,Pasikot,1779.7,28000000.0,,,north east,12.0
1013,3.5, Kathmandu,Lolang,787.175,15500000.0,6.0,3.0,west,12.0
1014,2.5, Kathmandu,Budhanilkantha,1095.2,29000000.0,6.0,5.0,north,12.0
1015,3.0,Kathmandu,Kirtipur,1604.296875,25000000.0,6.0,4.0,south,12.0
1016,2.5, Kathmandu,Tokha,1779.7,45000000.0,5.0,3.0,north east,12.0
1017,2.5, Kathmandu,Bhangal ,1095.2,30000000.0,6.0,4.0,north,12.0
1018,2.0,Kathmandu,Tokha,1625.6875,19000000.0,4.0,3.0,east,12.0
1019,3.5,Lalitpur,Chokhel,1711.25,33500000.0,8.0,4.0,east,12.0
1020,1.0,Kathmandu,Budhanilkantha,1711.25,15000000.0,2.0,2.0,south,12.0
1021,2.5,Kathmandu,Man B Marga,1197.875,23000000.0,3.0,4.0,east,12.0
1022,2.5, Kathmandu,Mulpani,752.95,13500000.0,,3.0,south west,12.0
1023,3.5,Kathmandu,Dhumbarahi,2395.75,45000000.0,8.0,5.0,east,12.0
1024,5.5, Kathmandu,Bagbazar,1745.475,70000000.0,,,north east,12.0
1025,2.5,Kathmandu,Chapali,1540.125,27000000.0,5.0,4.0,west,12.0
1026,2.5, Kathmandu,Kapan,684.5,12500000.0,4.0,3.0,south west,12.0
1027,3.5, Kathmandu,Bhairabchaur,3490.95,35000000.0,,,,12.0
1028,2.5, Kathmandu,Kapan,684.5,12500000.0,4.0,3.0,south west,12.0
1029,,Kathmandu,Tarkeshwor,1369.0,28000000.0,0.0,0.0,east,12.0
1030,2.0,Kathmandu,Tokha,0.0,25000000.0,4.0,3.0,east,12.0
1031,3.0,Kathmandu,Kirtipur,1604.296875,25000000.0,6.0,4.0,south,12.0
1032,2.5,Kathmandu,Gothatar,1069.53125,24000000.0,6.0,3.0,east,12.0
1033,2.5,Kathmandu,Jorpati,1540.125,28500000.0,5.0,2.0,south,12.0
1034,3.5, Kathmandu,Kapan,1369.0,31000000.0,8.0,3.0,north,12.0
1035,2.5,Lalitpur,Hattiban,2224.62,,5.0,3.0,south east,12.0
1036,,Kathmandu,Tokha,1369.0,14000000.0,6.0,0.0,north,12.0
1037,2.5, Kathmandu,Baniyatar,1026.75,19500000.0,,,west,12.0
1038,,Kathmandu,Pasikot,1625.6875,13800000.0,2.0,1.0,east,12.0
1039,2.5, Kathmandu,Budhanilkantha,2053.5,25000000.0,8.0,,,12.0
1040,3.5, Kathmandu,Lolang,3764.75,70000000.0,9.0,10.0,east,12.0
1041,2.5,Lalitpur,Tikathali,1197.875,26000000.0,7.0,3.0,east,12.0
1042,3.0,Kathmandu,Baluwatar,2053.5,51500000.0,6.0,3.0,north east,12.0
1043,,Lalitpur,Changathali,1197.87,24000000.0,6.0,4.0,south,12.0
1044,3.0,Kathmandu,Tarkeshwor,1561.515625,25000000.0,5.0,4.0,east,12.0
1045,,Kathmandu,Satungal,1711.25,25000000.0,,,,12.0
1046,2.5,Kathmandu,Sukedhara,2395.75,70000000.0,4.0,3.0,east,12.0
1047,8.0,Kathmandu,Thulo Bharyang,1197.875,25500000.0,3.0,3.0,east,12.0
1048,2.5,Lalitpur,Hattiban,1882.375,29000000.0,4.0,4.0,north,12.0
1049,, Kathmandu,Baluwatar,1779.7,40000000.0,5.0,2.0,north,12.0
1050,,Kathmandu,Thulo Bharyang,1005.359375,15500000.0,0.0,0.0,east,12.0
1051,2.5,Kathmandu,Phutung,1561.51,25000000.0,5.0,4.0,east,12.0
1052,2.0,Kathmandu,Gokarna,1369.0,13500000.0,4.0,2.0,east,12.0
1053,2.5, Lalitpur,Bhaisepati,1403.225,38000000.0,4.0,1.0,north east,12.0
1054,1.0,Lalitpur,Tikathali,1026.75,12200000.0,2.0,1.0,south,12.0
1055,2.5,Kathmandu,Pasikot,1540.12,31000000.0,5.0,2.0,south east,12.0
1056,2.5,Kathmandu,Kapan,1540.125,25000000.0,7.0,5.0,north east,12.0
1057,2.5, Kathmandu,Dhapasi,3080.25,47000000.0,6.0,2.0,east,12.0
1058,5.0,Kathmandu,Chapali,1454.56,25000000.0,4.0,4.0,north west,12.0
1059,2.5, Bhaktapur,Suryabinayak,1779.7,32200000.0,,,,12.0
1060,2.5,Kathmandu,Maharajgunj,3422.5,110000000.0,0.0,0.0,south east,12.0
1061,2.5,Kathmandu,Guheshwori Planning,1283.4375,28000000.0,8.0,4.0,west,12.0
1062,2.0,Kathmandu,Budhanilkantha,1540.125,25000000.0,7.0,5.0,north west,12.0
1063,3.5,Bhaktapur,Changunarayan,4363.68,15000000.0,15.0,4.0,south east,12.0
1064,2.5,Kathmandu,Kalanki,1197.87,,4.0,3.0,north west,12.0
1065,3.5,Kathmandu,Nayabasti,1839.59,35500000.0,7.0,5.0,east,12.0
1066,3.0, Kathmandu,Balkhu,2053.5,42500000.0,8.0,3.0,south west,12.0
1067,,Lalitpur,,1219.26,28500000.0,10.0,5.0,east,12.0
1068,5.0, Kathmandu,Balaju,3490.95,110000000.0,,,north east,12.0
1069,2.5, Kathmandu,Lazimpat,1403.225,40000000.0,,,north,12.0
1070,2.0,Kathmandu,Kirtipur,770.0625,9500000.0,0.0,0.0,west,12.0
1071,,Kathmandu,Pasikot,1625.6875,13800000.0,2.0,1.0,east,12.0
1072,7.0,Kathmandu,Thamel,1454.5625,65000000.0,23.0,16.0,west,12.0
1073,2.5, Kathmandu,Bafal,752.95,23500000.0,6.0,2.0,north,12.0
1074,6.0, Kathmandu,Ason,1403.225,170000000.0,,,north,12.0
1075,2.5,Kathmandu,Dhalmal Pul,1200.0,27500000.0,7.0,3.0,south west,12.0
1076,4.0,Kathmandu,Chappal Karkhana,3764.75,100000000.0,10.0,7.0,south east,12.0
1077,3.0,Kathmandu,Tinthana,0.0,25000000.0,4.0,4.0,south,12.0
1078,2.5,Kathmandu,Sitapaila,1283.43,27500000.0,4.0,4.0,north east,12.0
1079,2.5,Lalitpur,Tikathali,1754.03,26000000.0,5.0,3.0,west,12.0
1080,2.5, Kathmandu,Sitapaila,1437.45,30000000.0,6.0,3.0,north,12.0
1081,2.5,Kathamndu,Kapan,1711.25,26000000.0,6.0,4.0,,12.0
1082,2.5,Lalitpur,Sanepa,1540.12,30000000.0,6.0,5.0,east,12.0
1083,2.5, Kathmandu,Bafal,2840.675,58000000.0,,,,12.0
1084,4.0,Kathmandu,Bhimsenthan,1369.0,37500000.0,8.0,5.0,east,12.0
1085,4.5, Kathmandu,Dallu,3080.25,70000000.0,,,,12.0
1086,4.0,Kathmandu,Maharajgunj,1711.25,38000000.0,8.0,4.0,west,12.0
1087,6.0,Kathmandu,Thamel,2738.0,400000.0,11.0,8.0,east,12.0
1088,3.0,Kathmandu,Baluwatar,1796.8125,55000000.0,4.0,5.0,south east,12.0
1089,3.0,Kathmandu,Thulo Bharyang,1454.5625,22700000.0,5.0,2.0,west,12.0
1090,5.0,Kathmandu,Putalisadak,3080.25,75000000.0,0.0,0.0,east,12.0
1091,2.5, Kathmandu,Chandol,1711.25,36000000.0,7.0,,north,12.0
1092,3.5,Kathmandu,Sukedhara,1946.54,35000000.0,9.0,4.0,north east,12.0
1093,3.0,Kathmandu,Gongabu,2395.75,25000000.0,8.0,6.0,,12.0
1094,3.0,Kathmandu,Pasikot,1711.25,35000000.0,7.0,6.0,south,12.0
1095,2.5, Kathmandu,Chandol,1711.25,36000000.0,7.0,3.0,north,12.0
1096,2.5, Kathmandu,Gairidhara,1711.25,51000000.0,,,north,12.0
1097,3.5,Kathmandu,Gongabu,1411.78,35000000.0,8.0,5.0,south,12.0
1098,3.0,Kathmandu,Swayambhu,1860.984375,37000000.0,8.0,5.0,south,12.0
1099,2.0, Lalitpur,Bhaisepati,5818.25,100000000.0,4.0,3.0,,12.0
1100,,Lalitpur,Imadol,1454.5625,22500000.0,0.0,0.0,east,12.0
1101,,Kathmandu,Basundhara,1369.0,23500000.0,0.0,0.0,east,12.0
1102,3.5, Kathmandu,Manamaiju,1369.0,27500000.0,,,,12.0
1103,1.0, Kathmandu,Chunikhel,1026.75,13300000.0,,,,12.0
1104,2.5,Lalitpur,Imadol,1112.3125,19500000.0,6.0,3.0,south,12.0
1105,3.0,Lalitpur,Imadol,1026.75,16000000.0,5.0,3.0,east,12.0
1106,3.0,Lalitpur,Imadol,1369.0,21000000.0,0.0,3.0,east,12.0
1107,,Kathmandu,Bafal,1711.25,35000000.0,6.0,3.0,west,12.0
1108,2.5, Lalitpur,Setipakha,1403.225,22500000.0,,,south,12.0
1109,2.5, Kathmandu,Bansbari,1437.45,51000000.0,5.0,5.0,south,12.0
1110,3.0,Kathmandu,Mulpani,960.0,16000000.0,0.0,3.0,east,12.0
1111,3.0,Kathmandu,Bishal Nagar,2738.0,48000000.0,6.0,3.0,north west,12.0
1112,,Kathmandu,Kapan,1369.0,22500000.0,0.0,0.0,east,12.0
1113,2.5, Lalitpur,Bhaisepati,1026.75,21000000.0,5.0,5.0,south east,12.0
1114,3.0,Lalitpur,Imadol,1369.0,21000000.0,0.0,3.0,east,12.0
1115,2.0,Kathmandu,Bhangal,2481.3125,95000.0,4.0,2.0,east,12.0
1116,2.5, Kathmandu,Bansbari,1471.675,52000000.0,4.0,5.0,south,12.0
1117,,Kathmandu,Dhungedhara,1283.4375,24500000.0,7.0,4.0,west,12.0
1118,3.0,Kathmandu,Dhungedhara,1369.0,23000000.0,0.0,0.0,south,12.0
1119,3.0,Kathmandu,Gongabu,1386.39032,35000000.0,4.0,3.0,south,12.0
1120,,Kathmandu,Dhumbarahi,2395.75,45000000.0,5.0,5.0,south,12.0
1121,3.0,Kathmandu,Jorpati,2700.0,21500000.0,4.0,3.0,east,12.0
1122,4.0,Kathmandu,Dhumbarahi,2395.75,45000000.0,10.0,10.0,east,12.0
1123,3.0, Kathmandu,Baluwakhani,1026.75,21500000.0,4.0,3.0,south east,12.0
1124,3.0,Kathmandu,Golfutar,1475.953125,28500000.0,5.0,0.0,north east,12.0
1125,6.0,Lalitpur,Jhamsikhel,5561.5625,75.0,0.0,0.0,south west,12.0
1126,3.0,Lalitpur,Jharuwarashi,1647.078125,13000000.0,3.0,2.0,east,12.0
1127,,Kathmandu,Dharmasthali,855.625,13500000.0,0.0,0.0,south east,12.0
1128,2.5,Lalitpur,Imadol,1026.75,19500000.0,5.0,4.0,east,12.0
1129,,Kathmandu,Dharmasthali,855.625,13500000.0,0.0,0.0,south east,12.0
1130,2.5,Lalitpur,Imadol,1026.75,21000000.0,5.0,4.0,west,12.0
1131,2.0,Kathmandu,Basundhara,2139.0625,35000000.0,2.0,1.0,east,12.0
1132,2.5,Kathmandu,Sukedhara,1369.0,32500000.0,6.0,4.0,south east,12.0
1133,,Kathmandu,Manamaiju,1026.75,17000000.0,0.0,0.0,east,12.0
1134,3.0,Kathmandu,Jorpati,1197.875,21000000.0,5.0,3.0,south west,12.0
1135,3.0,Kathmandu,Budhanilkantha,2845.0,35000000.0,5.0,4.0,east,12.0
1136,1.0,Kathmandu,Budhanilkantha,1197.875,12800000.0,2.0,1.0,west,12.0
1137,,Kathmandu,Sukedhara,1262.046875,23500000.0,0.0,0.0,east,12.0
1138,2.5, Kathmandu,Banasthali,2806.45,42000000.0,8.0,4.0,south,12.0
1139,,Kathmandu,Boudha,1026.75,22500000.0,0.0,4.0,north,12.0
1140,2.5, Kathmandu,Sitapaila,1369.0,30000000.0,7.0,5.0,,12.0
1141,3.0,Lalitpur,Imadol,1219.265625,285.0,6.0,5.0,east,12.0
1142,3.5, Kathmandu,Gongabu,1369.0,35000000.0,5.0,3.0,south,12.0
1143,2.5, Kathmandu,Thulobharyang,1369.0,29000000.0,,,south,12.0
1144,,Kathmandu,Bafal,855.625,13500000.0,0.0,2.0,east,12.0
1145,,Bhaktapur,Lokanthali,1711.25,28000000.0,0.0,0.0,west,12.0
1146,2.5, Kathmandu,Bafal,1369.0,36500000.0,5.0,4.0,south,12.0
1147,2.5, Kathmandu,Banasthali,1369.0,31000000.0,4.0,4.0,south,12.0
1148,4.0, Kathmandu,Panga,1369.0,27500000.0,13.0,4.0,,12.0
1149,2.0, Kathmandu,Chandragiri,1026.75,13100000.0,6.0,,,12.0
1150,2.5,Kathmandu,Dahachowk,1197.87,21500000.0,7.0,4.0,east,12.0
1151,,Kathmandu,Nag Pokhari,1026.75,16500000.0,4.0,3.0,south,12.0
1152,3.0, Kathmandu,Makalbari,1129.425,27500000.0,8.0,3.0,south east,12.0
1153,3.5, Kathmandu,Manamaiju,1369.0,38000000.0,9.0,4.0,south,12.0
1154,2.5, Kathmandu,Sukedhara,1369.0,30000000.0,,,south,12.0
1155,2.0, Kathmandu,Sukedhara,1369.0,49500000.0,,,,12.0
1156,2.5, Kathmandu,Thulobharyang,1369.0,29000000.0,,,,12.0
1157,,Kathmandu,Gongabu,7101.6875,90000000.0,0.0,0.0,east,12.0
1158,,Kathmandu,Bafal,1411.78125,29000000.0,0.0,0.0,west,12.0
1159,3.0,Lalitpur,Imadol,1882.375,31000000.0,6.0,3.0,east,12.0
1160,2.5, Kathmandu,Kapan,752.95,15500000.0,,,,12.0
1161,3.0,Kathmandu,Chabahil,1369.0,37000000.0,5.0,4.0,south west,12.0
1162,1.0,Kathmandu,Chabahil,1796.8125,18000000.0,2.0,1.0,south,12.0
1163,5.5, Kathmandu,Sorhakhutte,1095.2,45000000.0,,15.0,,12.0
1164,3.0, Kathmandu,Pasikot,1095.2,21500000.0,4.0,3.0,,12.0
1165,3.0,Kathmandu,Basundhara,1454.5625,19800000.0,9.0,0.0,south east,12.0
1166,3.0,Lalitpur,Sanepa,1540.125,32500000.0,6.0,4.0,east,12.0
1167,3.0, Kathmandu,Thapathali,2121.95,44500000.0,6.0,3.0,south,12.0
1168,3.5, Kathmandu,Naya Basti,1095.2,30000000.0,,,,12.0
1169,3.5, Kathmandu,Sorhakhutte,4080.0,47500000.0,9.0,4.0,south,12.0
1170,3.0,Lalitpur,Sanepa,2224.625,125000.0,21.0,18.0,east,12.0
1171,3.0, Kathmandu,Pasikot,1095.2,21500000.0,4.0,3.0,,12.0
1172,3.0, Kathmandu,Sundarbasti,1095.2,25500000.0,,,,12.0
1173,,Kathmandu,Chhauni,4278.125,85000000.0,0.0,0.0,west,12.0
1174,2.5, Kathmandu,Banasthali,3422.5,70000000.0,5.0,5.0,south,12.0
1175,3.0,Kathmandu,Basundhara,1454.5625,19800000.0,9.0,0.0,south east,12.0
1176,5.5, Kathmandu,Anamnagar,1095.2,62800000.0,,,,12.0
1177,3.0,Kathmandu,Basundhara,941.1875,19500000.0,3.0,3.0,south east,12.0
1178,2.5, Kathmandu,Grande Hospital,1095.2,24500000.0,,,,12.0
1179,,Kathmandu,Basundhara,1026.75,19900000.0,3.0,3.0,south west,12.0
1180,3.0,Lalitpur,Tikathali,1197.875,22500000.0,6.0,3.0,east,12.0
1181,3.0,Kathmandu,Sitapaila,1369.0,35500000.0,6.0,4.0,east,12.0
1182,3.0,Kathmandu,Mandikatar,2139.0625,22500000.0,4.0,3.0,east,12.0
1183,3.5,Kathmandu,Chappal Karkhana,1839.59375,40000000.0,7.0,4.0,north,12.0
1184,3.0,Kathmandu,Kapan,1112.3125,11000000.0,0.0,0.0,west,12.0
1185,,Bhaktapur,Sudal,1197.875,9200000.0,0.0,0.0,west,12.0
1186,,Bhaktapur,Sirutar,1197.875,14500000.0,0.0,0.0,east,12.0
1187,2.5, Lalitpur,Thecho,3182.925,85000000.0,6.0,5.0,south,12.0
1188,3.0,Lalitpur,Tikathali,1197.875,22500000.0,6.0,3.0,east,12.0
1189,2.5, Kathmandu,Budhanilkantha,3080.25,57500000.0,4.0,3.0,south,12.0
1190,,Kathmandu,Sitapaila,1026.75,20300000.0,4.0,4.0,east,12.0
1191,3.0,Kathmandu,Golfutar,1475.953125,28500000.0,5.0,0.0,north east,12.0
1192,,Kathmandu,Matatirtha,1711.25,20000000.0,6.0,3.0,east,12.0
1193,3.0,Kathmandu,Basundhara,1454.5625,26500000.0,0.0,0.0,east,12.0
1194,2.5, Lalitpur,Tikathali,600.0000001,22000000.0,6.0,4.0,south east,12.0
1195,3.0,Kathmandu,Gaurighat,1026.75,25000000.0,8.0,3.0,east,12.0
1196,,Kathmandu,Gaushala,3721.96875,80000000.0,0.0,0.0,south,12.0
1197,,Kathmandu,Gaushala,5476.0,55000.0,0.0,0.0,west,12.0
1198,,Kathmandu,Gaushala,3721.96875,80000000.0,0.0,0.0,south,12.0
1199,3.0,Kathmandu,Bhangal,1112.3125,19900000.0,6.0,5.0,south west,12.0
1200,3.0,Kathmandu,Chabahil,1369.0,37000000.0,5.0,4.0,south west,12.0
1201,2.5, Kathmandu,Golfutar,6502.75,110000000.0,,,south,12.0
1202,,Kathmandu,Gokarneshwor,855.625,14300000.0,3.0,3.0,south,12.0
1203,4.0,Kathmandu,Anamnagar,1711.25,33000000.0,5.0,4.0,east,12.0
1204,3.0,Kathmandu,Gokarneshwor,1711.25,26000000.0,11.0,3.0,south east,12.0
1205,3.0,Kathmandu,Dhapasi,2994.6875,40000000.0,8.0,4.0,south,12.0
1206,3.0,Kathmandu,Kapan,1369.0,27000000.0,0.0,0.0,south,12.0
1207,2.0,Kathmandu,Chandol,1369.0,35000000.0,5.0,4.0,north,12.0
1208,,Lalitpur,Lamatar,1711.25,10000000.0,0.0,0.0,west,12.0
1209,,Lalitpur,Lamatar,1711.25,10000000.0,0.0,0.0,west,12.0
1210,2.5, Kathmandu,Golfutar,6502.75,125000000.0,6.0,4.0,south,12.0
1211,3.0,Kathmandu,Dhapasi,3422.5,61000000.0,4.0,3.0,east,12.0
1212,3.5, Kathmandu,Panga,1779.7,35000000.0,14.0,4.0,south,12.0
1213,3.0, Kathmandu,Jyotinagar,1060.975,19700000.0,,,,12.0
1214,3.0,Lalitpur,Mahalaxmi,1283.4375,21500000.0,2.0,4.0,north,12.0
1215,3.0, Kathmandu,Dhumbarahi,5500.000001,62500000.0,,,south,12.0
1216,3.0,Kathmandu,Dhapasi,1197.875,31000000.0,0.0,0.0,north,12.0
1217,1.5,Kathmandu,Gokarneshwor,1112.3125,10500000.0,2.0,2.0,south east,12.0
1218,,Kathmandu,Gokarneshwor,1582.90625,35000.0,4.0,3.0,east,12.0
1219,3.0,Kathmandu,Bhangal,1796.8125,33500000.0,4.0,4.0,south,12.0
1220,3.0,Bhaktapur,Sundar Basti Katunje-8,2074.89,82000000.0,13.0,4.0,south east,12.0
1221,,Lalitpur,Sainbu-18,2738.0,60000000.0,2.5,,north,12.0
1222,,Kathmandu,Bafal,855.625,13500000.0,0.0,2.0,east,12.0
1223,4.0, Kathmandu,Buddhanagar,1369.0,26500000.0,7.0,,north east,12.0
1224,,Bhaktapur,Dadikot,1090.921875,11500000.0,0.0,0.0,north,12.0
1225,2.5,Kathmandu,Balwakhani,1440.0,27000000.0,3.0,3.0,east,12.0
1226,2.5,Kathmandu,Kapan,1732.640625,30000000.0,7.0,5.0,south east,12.0
1227,2.5, Kathmandu,Kapan,1437.45,37500000.0,,,,12.0
1228,,Kathmandu,Sankhamul,871.8,30000.0,0.0,0.0,east,12.0
1229,,Bhaktapur,Dadikot,1090.921875,11500000.0,0.0,0.0,north,12.0
1230,3.0, Bhaktapur,Magar Gaun,1060.975,22000000.0,5.0,,east,12.0
1231,3.0, Bhaktapur,Sano thimi,1060.975,22000000.0,,,south,12.0
1232,2.5, Kathmandu,Dhalmal,1060.975,22000000.0,5.0,3.0,east,12.0
1233,2.5, Kathmandu,Dhumbarahi,2738.0,55000000.0,,,west,12.0
1234,3.0,Kathmandu,Sukedhara,4107.0,110000.0,4.0,4.0,south,12.0
1235,3.0, Kathmandu,Mulpani,1437.45,29500000.0,8.0,6.0,,12.0
1236,2.5, Kathmandu,Jyotinagar,1369.0,26500000.0,,,,12.0
1237,3.0,Kathmandu,Maharajgunj,5133.75,70000000.0,7.0,5.0,east,12.0
1238,3.5,Kathmandu,Kalimati,2053.5,68000000.0,10.0,5.0,south,12.0
1239,2.5,Kathmandu,Pepsicola,1454.5625,25500000.0,6.0,4.0,west,12.0
1240,2.5, Kathmandu,Dhapasi,1026.75,19500000.0,5.0,3.0,east,12.0
1241,3.0,Kathmandu,Balaju,1026.75,15500000.0,6.0,0.0,north west,12.0
1242,3.5, Kathmandu,Chamati,1437.45,30000000.0,,,,12.0
1243,3.0,Kathmandu,Gongabu,8.0,130000.0,9.0,3.0,north,12.0
1244,2.5, Lalitpur,Imadol,1026.75,23000000.0,,,east,12.0
1245,2.5, Kathmandu,Mid Baneshwor,1779.7,55000000.0,5.0,,south east,12.0
1246,2.5, Kathmandu,Dhapasi,1060.975,21000000.0,5.0,3.0,east,12.0
1247,1.0, Kathmandu,Gokarna,1060.975,13000000.0,2.0,1.0,east,12.0
1248,3.0,Kathmandu,Sunderbasti,1796.8125,26500000.0,6.0,5.0,east,12.0
1249,3.0, Kathmandu,Kadaghari,1197.875,32500000.0,6.0,,east,12.0
1250,4.0,Kathmandu,Patitar,3101.640625,67500000.0,11.0,4.0,north east,12.0
1251,, Kathmandu,Ichangu Narayan,1711.25,29000000.0,4.0,3.0,west,12.0
1252,4.5,Bhaktapur,Sallaghari,1026.75,23500000.0,13.0,7.0,east,12.0
1253,,Kathmandu,Makalbari,1026.75,9500000.0,0.0,0.0,east,12.0
1254,4.5, Kathmandu,Maharajgunj,1711.25,41000000.0,12.0,4.0,west,12.0
1255,2.5, Lalitpur,Nakkhu,1745.475,38000000.0,4.0,4.0,west,12.0
1256,2.5,Lalitpur,Dhapaheight,1518.73,20500000.0,4.0,3.0,,12.0
1257,2.5, Kathmandu,Aarubari,1369.0,35000000.0,5.0,3.0,east,12.0
1258,,Kathmandu,Makalbari,1026.75,12500000.0,0.0,0.0,south,12.0
1259,3.0, Lalitpur,Imadol,1711.25,32500000.0,12.0,,west,12.0
1260,3.0, Lalitpur,Imadol,1095.2,20000000.0,6.0,2.0,east,12.0
1261,2.5, Bhaktapur,Kaushaltar,1026.75,30000000.0,,,south,12.0
1262,1.0,Lalitpur,Sanagaun,1091.7775,16000000.0,2.0,1.0,north,12.0
1263,3.0,Lalitpur,Dholahiti,13.0,1500000.0,4.0,4.0,north east,12.0
1264,3.5, Kathmandu,Kapan,1095.2,39000000.0,6.0,3.0,east,12.0
1265,2.5,Kathmandu,Sankhamul,1240.65625,35000000.0,7.0,3.0,west,12.0
1266,2.0,Kathmandu,Naxal,4107.0,65000000.0,6.0,5.0,east,12.0
1267,1.0,Kathmandu,Makalbari,1197.875,10500000.0,2.0,1.0,south west,12.0
1268,2.5, Kathmandu,Budhanilkantha,1060.975,23500000.0,6.0,3.0,east,12.0
1269,3.0,Kathmandu,Kapan,1112.3125,11000000.0,0.0,0.0,west,12.0
1270,2.5, Lalitpur,Imadol,1026.75,23000000.0,4.0,4.0,east,12.0
1271,1.0,Kathmandu,Makalbari,1197.875,10500000.0,2.0,1.0,south west,12.0
1272,3.0,Kathmandu,Narephate,1454.5625,50000000.0,5.0,4.0,south,12.0
1273,2.5,Kathmandu,Bafal,3016.07,58000000.0,6.0,5.0,east,12.0
1274,1.0, Kathmandu,Thulobharyang,787.175,6500000.0,3.0,1.0,east,12.0
1275,2.5, Lalitpur,Hattiban,1369.0,21500000.0,6.0,4.0,east,12.0
1276,2.5,Lalitpur,Khumaltar,1112.31,21500000.0,3.0,3.0,south,12.0
1277,,Lalitpur,Dhapakhel,1796.8125,26000000.0,0.0,0.0,south,12.0
1278,2.5, Kathmandu,Jarankhu,1369.0,25000000.0,5.0,3.0,south east,12.0
1279,2.5, Lalitpur,Tikathali,752.95,17500000.0,,,south,12.0
1280,,Lalitpur,Dhapakhel,1796.8125,26000000.0,0.0,0.0,south,12.0
1281,2.5, Kathmandu,Jorpati,752.95,14300000.0,3.0,3.0,south,12.0
1282,1.0,Kathmandu,Budhanilkantha,1197.875,12800000.0,2.0,1.0,west,12.0
1283,2.5,Lalitpur,Imadol,1026.75,21500000.0,7.0,4.0,south,12.0
1284,4.0,Kathmandu,Sukedhara,2310.1875,34500000.0,9.0,4.0,east,12.0
1285,2.5,Kathmandu,Rudreshwor,4107.0,50000000.0,7.0,5.0,east,12.0
1286,2.5,Lalitpur,Dhapakhel,855.625,17700000.0,3.0,4.0,west,12.0
1287,5.0,Kathmandu,Baghbazaar,1133.703125,35000000.0,9.0,5.0,north,12.0
1288,2.5,Lalitpur,Imadol,1026.75,24200000.0,5.0,3.0,east,12.0
1289,2.5,Lalitpur,Dhapakhel,855.625,17700000.0,3.0,4.0,west,12.0
1290,,Kathmandu,Naikap,1197.875,18500000.0,8.0,0.0,west,12.0
1291,2.5, Kathmandu,Chunikhel,1026.75,16000000.0,,,east,12.0
1292,,Bhaktapur,Duwakot,1026.75,11500000.0,0.0,0.0,east,12.0
1293,2.0,Kathmandu,Sukedhara,1711.25,42500000.0,5.0,3.0,east,12.0
1294,3.5, Kathmandu,Narayantar,1437.45,35000000.0,12.0,6.0,east,12.0
1295,2.0,Kathmandu,Sano Bharyang,1369.0,25000000.0,0.0,0.0,east,12.0
1296,,Kathmandu,Nagarjun,1200.0,15000.0,2.0,1.0,south east,12.0
1297,3.0,Kathmandu,Kalanki,1347.609375,45000000.0,6.0,4.0,north east,12.0
1298,2.5, Kathmandu,Paiyuntar,1471.675,30000000.0,5.0,4.0,west,12.0
1299,3.0,Kathmandu,Manamaiju,7443.9375,17000000.0,5.0,3.0,east,12.0
1300,2.5, Kathmandu,Jarankhu,5476.0,65000000.0,5.0,3.0,west,12.0
1301,4.0, Kathmandu,Bijulibajar,2053.5,85000000.0,8.0,6.0,south east,12.0
1302,2.5, Kathmandu,Thali,752.95,16000000.0,5.0,3.0,east,12.0
1303,4.0, Kathmandu,Bouddha,3764.75,200000000.0,,,west,12.0
1304,2.5, Kathmandu,Kapan,752.95,18800000.0,,,east,12.0
1305,2.5, Kathmandu,Battisputali,3422.5,95000000.0,5.0,4.0,south,13.0
1306,3.0,Kathmandu,Shantinagar,2652.4375,43500000.0,7.0,3.0,west,13.0
1307,2.5, Kathmandu,Baluwatar,1711.25,55000000.0,4.0,4.0,south east,13.0
1308,2.0, Kathmandu,Bansbari,3148.7,62500000.0,4.0,3.0,south,13.0
