price,LAND AREA,HOUSE AREA,,BEDS,LIVING,KITCHEN,BATHROOMS,FLOORS,LOCATION,ROAD DESCRIPTION,FACED TOWARDS,CATEGORY,TYPE,CODE,UPDATE,VIEWS,FURNISHING,url,MAIN ROAD DISTANCE,ROAD TO HOUSE,FLAT AREA,PARKING AREA
"Rs. 2,50,000 (Negotiable)
(Two lakh fifty thousand )",0-12-0-0,,,,,,,,"NEAR MODERN DAIRY KIWACHWOK, KATHMANDU, NEPAL",16 FEET,NONE,FARM HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10255,5 MONTHS AGO,32,NOT FURNISHED,https://www.gharbazar.com/property/details/farm-house-at-kiwachwok-10255,,,,
"Rs. 65,00,000 (Negotiable)
(65 lakh )",9659 SQUARE FEET,1822 SQUARE FEET,,4,,1,1,1,"KRISHNA MANDIR CHOWK, DAMAK, JHAPA, NEPAL",30 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03932,5 YEARS AGO,11255,NOT FURNISHED,https://www.gharbazar.com/property/details/house-land-at-damak-3932,500M,,,
,0-3-1-1,,,,,,,,"SUKEDHARA, KATHMANDU, NEPAL",,NONE,LAND (RESIDENTIAL),NONE,GB01726,2 YEARS AGO,2139,,https://www.gharbazar.com/property/details/land-at-sukedhara-1726,,,,
"Rs. 14,00,000 (Negotiable)
(14 lakh per aana)",0-16-0-0,,,,,,,,"HIGH VISION COLONY, KATHMANDU, NEPAL",20 FT,SOUTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB05378,5 YEARS AGO,5930,,https://www.gharbazar.com/property/details/land-at-thankot-chandragiri-5378,150M,,,
"Rs. 2,10,00,000 (Negotiable)
(2 crore 10 lakh)",0-3-0-0,,,7,1,2,3,2.5,,20,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05661,5 YEARS AGO,2450,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-pepsicola-5661,50M,10,,
"Rs. 1,80,00,000 (Negotiable)
(One crore eighty lakh )",0-2-2-0,0-2-2-0,,7,,2,,3,"LOKANTHALI - 2, MADHEYPUR THIMI, BHAKTAPUR, NEPAL",26 FEET,WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06737,4 YEARS AGO,2967,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-lokanthali-6737,,LOKANTHALI TO SANOTHIMI ROAD,,
"Rs. 6,40,00,000 (Negotiable)
(Six crore forty lakh )",1-0-0-0,1-0-0-0,,,,3,4,2,"THULO BHARYANG, KATHMANDU, NEPAL",13 AND 16 FEET,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06330,4 YEARS AGO,3027,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-namgyal-chowk-thulo-bharyang-6330,700M,,,
,0-5-0-0,,,,,,,,"MAITIDEVI, KATHMANDU, NEPAL",20 FT,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10494,3 MONTHS AGO,93,,https://www.gharbazar.com/property/details/land-at-maitidevi-10494,,,,
"Rs. 1,68,00,000 (Negotiable)
(One crore sixty eight lakh )",0-4-0-0,1900 SQUARE FEET,,5,2,1,2,2.5,"GREEN VILLAGE HOMES, RAMKOT, KATHMANDU, NEPAL",16 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05722,7 MONTHS AGO,7340,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-ramkot-syuchatar-5722,2500M,200,,
"Rs. 1,50,000 / month (Negotiable)
(One lakh fifty thousand )",,3 KATTHA,,,,,,,"BIRATNAGAR 02 , EAST OF TINPAINI, MORANG, NEPAL",20 ABOVE,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09993,8 MONTHS AGO,209,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-biratnagar-02-east-of-tinpaini-9993,,,,
"Rs. 3,50,000 (Negotiable)
(Starting price 3 lakh 50 thousand per meter)",17-6-3-2,,,,,,,,"PYUTHAN HIGHWAY, PYUTHAN, NEPAL",6 METER WIDE ROAD,SOUTH,LAND (RESIDENTIAL),PILLAR SYSTEM,GB04422,6 YEARS AGO,4736,,https://www.gharbazar.com/property/details/residential-land-at-pyuthan-4422,,,,
"Rs. 50,00,000 (Negotiable)
(Fifty lakh )",0-5-0-0,,,,,,,,"PASIKOT, BUDHANILKANTHA, KATHMANDU, NEPAL",20FT,SOUTH,LAND (RESIDENTIAL),NONE,GB10371,5 MONTHS AGO,68,,https://www.gharbazar.com/property/details/land-at-budhanilkantha-10371,,1300M,,
"Rs. 1,15,00,000 (Negotiable)
(One crore fifteen lakh )",,2667 SQUARE FEET,,6,1,1,4,2.5,"HASPOSA, ITAHARI, SUNSARI, NEPAL",20 FEET,SOUTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07568,3 YEARS AGO,5918,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-itahari-7568,50M,,,
"Rs. 18,00,000 (Negotiable)
(18 lakh per aana)","0-3-2-0, 0-5-2-0",,,,,,,,"NEAR GREEN HILL CITY, KATHMANDU, NEPAL",20 FT,EAST,LAND (RESIDENTIAL),NONE,GB04819,5 YEARS AGO,18109,,https://www.gharbazar.com/property/details/land-at-mulpani-4819,50M,50,,
"Rs. 8,50,00,000 (Negotiable)
(Eight crore fifty lakh )",0-8-3-2,2789 SQUARE FEET,,5,2,1,4,2.5,,20 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10770,2 WEEKS AGO,1046,FULLY FURNISHED,https://www.gharbazar.com/property/details/dream-home-awaits-own-this-stunning-residence-in-civil-homes-phase-iv-10770,,,,
"Rs. 2,00,00,000 (Negotiable)
(Two crore )",0-3-0-0,,,3,1,2,,2,"HATTIBAN WARD NO.23, LALITPUR, NEPAL",13 FT,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10392,4 MONTHS AGO,97,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-hattiban-ward-no-23-10392,,FIRST ROAD SOUTH FROM HATTIBAN CHOWK,,
,0-13-2-0,,,,,,,,"KULESHWOR, KATHMANDU, NEPAL",13 FT,SOUTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB03718,6 YEARS AGO,8421,,https://www.gharbazar.com/property/details/land-house-at-kuleshwor-3718,,,,
"Rs. 50,000 (Negotiable)
(Fifty thousand per month)",850 SQUARE FEET,,,,,,,,,20 FT,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09802,10 MONTHS AGO,817,NOT FURNISHED,https://www.gharbazar.com/property/details/apartment-at-patan-dhoka-9802,,,,
"Rs. 3,50,00,000 (Negotiable)
(3 crore 50 lakh )",0-9-0-0,1200 SQUARE FEET,,4,2,2,,2,"BIJESHWARI, KATHMANDU, NEPAL",,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04497,6 YEARS AGO,1543,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-bijeshwari-4497,,,,
"Rs. 35,00,000 (Negotiable)
(Thirty five lakh per aana)",0-6-3-0,,,,,,,,"BHAISEPATI, SAINBU, LALITPUR, NEPAL",22 FT,SOUTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB08814,2 YEARS AGO,2614,,https://www.gharbazar.com/property/details/land-at-saibu-lalitpur-8814,,,,
"Rs. 3,50,000 (Negotiable)
(For sale 15 crore/For rent 3 lakh 50 thousand per month)",0-6-2-0,4000 SQUARE FEET,,8,1,1,7,3.5,"NEXT TO NMB BANK, NAXAL, KATHMANDU, NEPAL",26 FEET,NORTH,COMMERCIAL BUILDING (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07078,4 YEARS AGO,3524,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-naxal-7078,,,,
"Rs. 34,000 / month (Negotiable)
(Thirty four thousand per month)",0-,0-8-0-0,,3,1,1,1,1,"SIMALTAAR, BOUDHA, KATHMANDU, NEPAL",20 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10100,7 MONTHS AGO,100,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-simaltaar-boudha-10100,,,,
"Rs. 17,00,000 (Negotiable)
(17 lakh per aana)",0-5-2-2,,,,,,,,"PASIKOT, BUDHANILKANTHA, KATHMANDU, NEPAL",24 FT,SOUTH,LAND (RESIDENTIAL),NONE,GB03700,5 YEARS AGO,5110,,https://www.gharbazar.com/property/details/land-at-pasikot-budhanilkantha-3700,100M,,,
"Rs. 2,95,00,000 (Negotiable)
(Two crore ninety five lakh )",0-3-2-0,800 SQUARE FEET,,5,2,2,3,2.5,"IMADOLE, KATHMANDU, NEPAL",13,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09980,8 MONTHS AGO,144,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-imadole-9980,,28 FT,,
,0-,,,,,,,3,"NEAR WHITE HOUSE SCHOOL, KATHMANDU, NEPAL",20 FT,NORTH-EAST,COMMERCIAL BUILDING (COMMERCIAL),PILLAR SYSTEM,GB05401,4 YEARS AGO,3050,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-tinkune-5401,30M,,,
"Rs. 5,50,00,000 (Negotiable)
(Five crore fifty lakh )",0-10-0-0,1938 SQUARE FEET,,7,1,2,2,2.5,"BASANTA NAGAR, BALAJU, KATHMANDU, NEPAL",12/16 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07580,11 MONTHS AGO,4401,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-basanta-nagar-balaju-7580,150M,BEHIND NEPAL GUNASTHAR OFFICE,,
"Rs. 2,85,00,000 (Negotiable)
(Two crore eighty five lakh )",0-3-2-1,2461 SQUARE FEET,,10,2,2,5,,"IMADOL BOJEPOKHARI LALITPUR, NEPAL",12 FEET,EAST,HOUSE (RESIDENTIAL),NONE,GB10080,7 MONTHS AGO,104,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-bojepokhari-lalitpur-10080,,,,
"Rs. 4,50,00,000 (Negotiable)
(Four crore fifty lakh )",0-5-0-0,3600 SQUARE FEET,,7,3,3,6,3.5,"KHUSIBU, TOWN PLANNING, KATHMANDU, NEPAL",14 FEET,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07627,2 YEARS AGO,7583,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-khusibu-town-planning-7627,200M,,,
"Rs. 2,15,00,000 (Negotiable)
(Two crore fifteen lakh )",0-2-2-1,,,2,2,1,3,3.5,"CHAMATI, KATHMANDU, NEPAL",26,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08601,2 YEARS AGO,6630,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-chamati-8601,200M,,,
"Rs. 5,00,000
(Five lakh )",100 SQUARE FEET,1000 SQUARE FEET,,,,,,1,"SHANKHAMUL, BANESHWOR, KATHMANDU, NEPAL",,EAST,SCHOOL (COMMERCIAL),PILLAR SYSTEM,GB10505,3 MONTHS AGO,45,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-land-at-shankhamul-baneshwor-10505,,HEART OF SHANKHAMUL,,
"Rs. 2,15,00,000 (Negotiable)
(Two crore fifteen lakh )",0-5-0-0,1900 SQUARE FEET,,4,1,2,4,2.5,"SITAPAKHA, HATTIBAN, LALITPUR, NEPAL",20 FEET,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07470,2 YEARS AGO,10728,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-sitapakha-hattiban-7470,500M,,,
"Rs. 3,50,000 (Negotiable)
(Three lakh fifty thousand per kattha)",152 KATTHA,,,,,,,,"GERUWA, BARDIA, NEPAL",16 FT,WEST-NORTH-SOUTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB09507,1 YEAR AGO,1133,,https://www.gharbazar.com/property/details/land-at-manau-geruwa-bardiya-9507,,,,
"Rs. 25,000 (Negotiable)",0-,,,,,,,,"KULESHWOR, KATHMANDU, NEPAL",20 FT,NONE,HOUSE (RESIDENTIAL),NONE,GB10585,1 MONTH AGO,85,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kuleshwor-10585,,,,
"Rs. 3,25,00,000 (Negotiable)
(Three crore twenty five lakh )",0-5-0-0,,,6,2,2,4,,"KAPAN,PAIYATAR, KATHMANDU, NEPAL",14,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08556,2 YEARS AGO,3867,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-kapan-paiyatar-8556,,,,
"Rs. 5,00,00,000 (Negotiable)
(Five crore )",0-9-0-0,,,3,1,1,3,2.5,"KHUMALTAR, LALITPUR, NEPAL",20 FEET,SOUTH,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB07082,3 YEARS AGO,5944,FULLY FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-khumaltar-7082,200M,,,
"Rs. 3,30,00,000 (Negotiable)
(Three crore thirty lakh )",0-4-3-0,0-2-2-2,,8,4,3,,3.5,"BHAKTAPUR, DADHIKOT, KATHMANDU, NEPAL",13 FEET,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10724,1 MONTH AGO,84,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-bhaktapur-dadhikot-10724,,100 M FROM DADHIKOT HIGHWAY,,
"Rs. 2,80,00,000 (Negotiable)
(Two crore eighty lakh )",133 SQUARE METER,2337 SQUARE FEET,,6,2,2,,2.5,"POKHARA, KASKI, NEPAL",20 FT,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10586,2 MONTHS AGO,134,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-pokhara-10586,,NEAR PRITHIVI HIGHWAY,,
"Rs. 3,75,00,000 (Negotiable)
(Three crore seventy five lakh )",0-5-2-0,,,22,,1,14,4.5,"NEAR BY GONGABU BUSPARK, MITRANAGAR, KATHMANDU, NEPAL",10 FT,SOUTH,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB06379,3 YEARS AGO,2445,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-mitranagar-6379,150M,,,
,0-4-0-0,,,8,2,2,4,2.5,"DHAPAKHEL, LALITPUR, NEPAL",14 FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03681,6 YEARS AGO,21752,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-dhapakhel-3681,400M,,,
"Rs. 1,90,00,000 (Negotiable)
(One crore ninety lakh )",0-4-0-0,,,6,2,1,,1.5,"SIDDHIPUR, LALITPUR, NEPAL",16 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10401,4 MONTHS AGO,148,,https://www.gharbazar.com/property/details/house-at-siddhipur-10401,,,,
,0-4-2-0,,,9,1,1,5,6.5,"JOR GANESH, NEWROAD, KATHMANDU, NEPAL",,NORTH-EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04078,5 YEARS AGO,9041,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-land-at-om-bahal-4078,,20,,
"Rs. 7,50,00,000 (Negotiable)
(Seven crore fifty lakh )",0-14-0-0,,,5,2,1,5,2.5,"KUNWAR COLONY, KATHMANDU, NEPAL",20 FEET,EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB06371,2 YEARS AGO,8107,FULLY FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-dhapasi-6371,300M,,,
"Rs. 3,20,00,000 (Negotiable)
(3 aana 1 paisa 3 dam)",0-,,,,,,,,"IMADOL SITAL HEIGHT, KATHMANDU, NEPAL",15 FT,NONE,HOUSE (RESIDENTIAL),NONE,GB10704,1 MONTH AGO,49,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-sital-height-10704,,,,
"Rs. 5,50,00,000 (Negotiable)
(Five crore fifty lakh )",0-7-0-0,,,5,2,,5,,"LOLANG HEIGHT, TARAKESWOR, KATHMANDU, NEPAL",10 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10520,3 MONTHS AGO,119,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-lolang-height-tarakeswor-10520,,,,
"Rs. 75,000 (Negotiable)
(32)",0-,,,,,,,,"BUDHANILKANTHA NARANTHAN TAULUNG, KATHMANDU, NEPAL",20 FT,NONE,HOUSE (RESIDENTIAL),NONE,GB10574,2 MONTHS AGO,51,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-naranthan-taulung-10574,,,,
"Rs. 1,85,00,000 (Negotiable)
(1 crore 85 lakh )",0-4-1-1,2200 SQUARE FEET,,6,2,2,3,2.5,"NEAR HAR HAR MAHADEV, KATHMANDU, NEPAL",13 FT,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05708,4 YEARS AGO,9628,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-pepsicola-5708,80M,,,
"Rs. 29,00,000 (Negotiable)
(Twenty nine lakh )",0-5-0-0,,,,,,,,"BALKOT, BHAKTAPUR, NEPAL",10FT,SOUTH,LAND (RESIDENTIAL),NONE,GB10457,2 WEEKS AGO,3443,,https://www.gharbazar.com/property/details/prime-5-anna-land-in-balkot-bhaktapur-south-facing-great-investment-10457,300M,,,
"Rs. 88,000 / month
(Eighty eight thousand )",0-4-0-0,0-3-3-3,,5,3,3,,5,"DHAPAKHEL HEIGHT, PIPALBOT CHAUTARA, KATHMANDU, NEPAL",10 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10830,23 HOURS AGO,33,,https://www.gharbazar.com/property/details/house-at-dhapakhel-height-pipalbot-chautara-10830,,LEFT TURN IN DHAPAKHEL HEIGHT INAR,,
,6-14-0-0,,,,,,,,"TARKESHWOR MUNICIPALITY, KATHMANDU, NEPAL",20FT,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10643,1 MONTH AGO,39,,https://www.gharbazar.com/property/details/land-at-tarkeshwor-municipality-10643,,,,
"Rs. 43,00,000 (Negotiable)
(Forty three lakh per aana)",0-11-2-2,0-4-2-0,,,,,,,"BANESHWOR HEIGHT, KATHMANDU, NEPAL",4 FEET,WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB07144,2 YEARS AGO,16747,,https://www.gharbazar.com/property/details/land-at-baneshwor-height-7144,350M,30 METERS,,
"Rs. 17,00,00,000 (Negotiable)
(Seventeen crore)",2-3-3-0,6800 SQUARE FEET,,,,,7,4,"KIRTIPUR, KATHMANDU, NEPAL",36 FEET,SOUTH,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB04535,4 YEARS AGO,10171,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-kirtipur-4535,1500M,,1700 SQUARE FEET,
"Rs. 9,00,000 (Negotiable)",300 SQUARE FEET,300 SQ. FT.-0-0-0,,1,,,,,"DALLU, KATHMANDU, NEPAL",20 FT,NORTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10432,4 MONTHS AGO,110,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-dallu-10432,,20 FT PITCHES ROAD,,
"Rs. 25,00,000 (Negotiable)
(25 lakh per aana)",0-4-3-2,,,,,,,,"DHAULAGIRI HOUSING, SATUNGAL, KATHMANDU, NEPAL",13 FT,NORTH-EAST,LAND (RESIDENTIAL),NONE,GB05314,4 YEARS AGO,7642,,https://www.gharbazar.com/property/details/land-at-satungal-5314,700M,100,,
"Rs. 3,92,00,000 (Negotiable)
(Three crore ninety two lakh )",0-3-0-0,409 SQUARE FEET,,17,1,1,5,4,"DALLU, KATHMANDU, NEPAL",20 FT,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10302,5 MONTHS AGO,1022,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-dallu-kathmandu-10302,20M,,,
"Rs. 33,00,000 (Negotiable)
(33 lakh per aana)",0-26-0-0,,,,,,,,"RUDRESHWOR CHOWK, BUDHANILKANTHA, KATHMANDU, NEPAL",20 FT,NORTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05384,5 YEARS AGO,4272,,https://www.gharbazar.com/property/details/land-at-budhanilkantha-5384,25M,,,
"Rs. 6,00,000 (Negotiable)
(Six lakh )",0-,,,,,,1,3,"PUTALISADAK, KATHMANDU, NEPAL",11 FEET,NONE,OFFICE SPACE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10107,7 MONTHS AGO,65,SEMI FURNISHED,https://www.gharbazar.com/property/details/office-space-at-putalisadak-10107,,11',,
"Rs. 2,60,00,000 (Negotiable)
(Two crore sixty lakh )",0-4-2-0,,,5,3,3,7,3,,24 FT,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05786,3 YEARS AGO,4406,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-bhaisepati-nakhudole-5786,400M,,,
,0-14-0-0,1600 SQUARE FEET,,8,2,2,,2.5,"KUMARIPATI, LALITPUR, KATHMANDU, NEPAL",13FT,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10789,2 WEEKS AGO,45,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kumaripati-lalitpur-10789,,100 METERS,,
"Rs. 95,000 (Negotiable)
(Ninety five thousand )",1000 SQUARE FEET,,,2,1,1,2,,"SWAYAMBHU, KATHMANDU, NEPAL",20 FT,SOUTH-EAST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09904,5 MONTHS AGO,491,FULLY FURNISHED,https://www.gharbazar.com/property/details/apartment-at-service-retreat-apartment-brijeswori-9904,,,,
"Rs. 3,20,00,000 (Negotiable)
(Three crore twenty lakh )",0-4-0-0,0-4-0-0,,,,4,,5,"BALAJU KATHMANDU, KATHMANDU, NEPAL","13 FEET INNER , 26 FEET OUTER ( JUST 1 BLOCK AWAY )",NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10395,3 MONTHS AGO,111,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-balaju-kathmandu-10395,,STRAIGHT RIGHT ROAD FROM SRIJANA GYAN SAGAR SCHOOL APPROX. 100M TILL YOU REACH GANESHMAN MARG ON YOUR RIGHT,,
"Rs. 3,60,00,000 (Negotiable)",0-4-0-0,0-4-0-0,,5,3,2,,2.5,"NEAR LRI SCHOOL, KATHMANDU, NEPAL",20 FT,SOUTH,HOUSE (RESIDENTIAL),NONE,GB10573,2 MONTHS AGO,77,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-near-lri-school-10573,,3 MINT AWAY FROM MAIN ROAD,,
"Rs. 34,00,000 (Negotiable)
(Thirty four lakh per)",0-4-1-0,,,,,,,,"SRIJANA NAGAR, KATHMANDU, NEPAL",10 FEET,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10304,5 MONTHS AGO,57,,https://www.gharbazar.com/property/details/land-at-srijana-nagar-10304,,,,
,0-10-0-0,,,,,,,,"JHAUKHEL 3 CHANGUNARAYAN MUNICIPALITY, KATHMANDU, NEPAL",20FT PITCHED ROAD,SOUTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10637,1 MONTH AGO,35,,https://www.gharbazar.com/property/details/land-at-jhaukhel-3-changunarayan-municipality-10637,,,,
"Rs. 3,80,00,000 (Negotiable)
(Three crore eighty lakh )",0-6-0-0,,,5,2,3,3,2.5,"SITAPAILA, KATHMANDU, NEPAL",13 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09979,5 MONTHS AGO,168,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-sitapaila-9979,,,,
"Rs. 1,90,00,000 (Negotiable)
(1 crore 90 lakh)",0-3-2-2,,,10,3,2,4,3.5,"PANCHAYAN MANDIR MARG, SANO THIMI, BHAKTAPUR, NEPAL",10 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03475,5 YEARS AGO,1986,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-sano-thimi-3475,150M,,,
"Rs. 3,50,00,000 (Negotiable)
(Three crore fifty lakh )",0-2-3-0,,,,,,,,"SANEPA, KATHMANDU, NEPAL",,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10632,1 MONTH AGO,83,,https://www.gharbazar.com/property/details/house-at-sanepa-10632,,,,
"Rs. 2,50,000 / month (Negotiable)
(Two lakh fifty thousand per month)",3000 SQUARE FEET,,,6,1,1,3,,"CHABAHIL, KATHMANDU, NEPAL",16 FT,EAST,OFFICE SPACE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB09635,11 MONTHS AGO,457,FULLY FURNISHED,https://www.gharbazar.com/property/details/commercial-space-at-chabahil-9635,500M,"MITRAPARK, PASHUPATI CAMPUS ROAD",,
,0-8-2-0,,,10,4,3,4,4,"LOKANTHALI, BHAKTAPUR, NEPAL",14 FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03628,5 YEARS AGO,4495,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-lokanthali-3628,400M,,,
"Rs. 1,85,00,000 (Negotiable)
(One crore eighty five lakh )",0-3-0-0,,,5,1,1,3,3,,13 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08923,2 YEARS AGO,5610,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-syuchatar-kathmandu-8923,12M,2,,
"Rs. 1,45,00,000 (Negotiable)
(One crore forty five lakh )",0-2-2-0,1800 SQUARE FEET,,4,2,2,3,2.5,"NEAR BY SUSHANT POLY CLINIC, JYOTINAGAR, KAPAN, KATHMANDU, NEPAL",10 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06174,4 YEARS AGO,3650,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kapan-6174,20M,,,
"Rs. 6,30,000 (Negotiable)
(Six lakh thirty thousand per dhur)",43 DHUR,,,,,,,,"HANUMANNAGAR, JANAKPUR DHAM, DHANUSA, NEPAL",18 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10173,6 MONTHS AGO,84,NOT FURNISHED,https://www.gharbazar.com/property/details/house-land-at-hanumannagar-janakpur-dham-10173,,,,
"Rs. 3,50,00,000 (Negotiable)
(Three crore fifty lakh )",0-5-0-0,,,6,3,3,5,3.5,"NAYA NAIKAP, KATHMANDU, NEPAL",13,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08598,2 YEARS AGO,3654,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-chandragiri-14-kathmandu-8598,,50 METER,,
"Rs. 1,10,000 (Negotiable)
(One lakh ten thousand per month)",0-5-2-1,,,,,,,3,"BASBARI, KATHMANDU, NEPAL",20 FEET,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10155,6 MONTHS AGO,764,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-bansbari-10155,,,,
"Rs. 70,00,000 (Negotiable)
(70 lakh)",30 DHUR,,,,,,,,"BIRTAMODE, JHAPA, NEPAL",32 FEET,NORTH-WEST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB04549,4 YEARS AGO,6971,,https://www.gharbazar.com/property/details/land-at-birtamode-4549,,,,
